STATION,NAME,DATE,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESD,WESF,WT04
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/16/2010,,,0,0,0,84,45,59,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/17/2010,,,0,0,0,73,59,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/18/2010,,,0,0,0,64,43,47,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/19/2010,,,0,0,0,69,44,47,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/20/2010,,,0.09,0,0,72,45,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/21/2010,,,0.18,0,0,63,51,54,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/22/2010,,,0,0,0,74,45,50,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/23/2010,,,0,0,0,74,50,55,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/24/2010,,,0,0,0,73,55,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/25/2010,,,0,0,0,83,60,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/26/2010,,,0.43,0,0,77,60,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/27/2010,,,0.11,0,0,70,51,57,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/28/2010,,,0,0,0,69,45,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/29/2010,,,0,0,0,75,42,47,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",4/30/2010,,,0,0,0,80,47,56,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/1/2010,,,0,0,0,90,55,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/2/2010,,,0,0,0,92,72,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/3/2010,,,0,0,0,81,70,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/4/2010,,,0,0,0,85,68,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/5/2010,,,0,0,0,84,60,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/6/2010,,,0,0,0,91,66,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/7/2010,,,0,0,0,89,62,68,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/8/2010,,,0,0,0,84,68,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/9/2010,,,0,0,0,72,48,52,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/10/2010,,,0,0,0,72,49,54,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/11/2010,,,0,0,0,70,51,55,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/12/2010,,,0,0,0,83,55,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/13/2010,,,0,0,0,89,66,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/14/2010,,,0,0,0,92,69,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/15/2010,,,0,0,0,79,68,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/16/2010,,,0.55,0,0,82,60,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/17/2010,,,1.03,0,0,72,60,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/18/2010,,,1.67,0,0,75,57,62,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/19/2010,,,0.76,0,0,76,62,68,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/20/2010,,,0,0,0,81,58,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/21/2010,,,0,0,0,84,53,57,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/22/2010,,,0.15,0,0,85,54,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/23/2010,,,0.97,0,0,80,52,58,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/24/2010,,,0.29,0,0,75,58,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/25/2010,,,0,0,0,77,61,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/26/2010,,,0,0,0,83,60,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/27/2010,,,0,0,0,92,62,68,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/28/2010,,,0,0,0,88,67,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/29/2010,,,0,0,0,74,64,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/30/2010,,,0.25,0,0,82,63,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",5/31/2010,,,0,0,0,88,65,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/1/2010,,,0,0,0,84,68,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/2/2010,,,1.12,0,0,88,67,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/3/2010,,,0.93,0,0,88,70,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/4/2010,,,0,0,0,90,71,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/5/2010,,,0,0,0,94,71,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/6/2010,,,0,0,0,95,73,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/7/2010,,,0.17,0,0,85,65,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/8/2010,,,0,0,0,83,59,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/9/2010,,,0,0,0,85,64,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/10/2010,,,0,0,0,92,69,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/11/2010,,,0,0,0,90,68,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/12/2010,,,0,0,0,94,68,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/13/2010,,,0,0,0,95,71,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/14/2010,,,0.4,0,0,96,75,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/15/2010,,,0,0,0,90,74,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/16/2010,,,0,0,0,91,71,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/17/2010,,,0,0,0,93,72,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/18/2010,,,0,0,0,90,73,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/19/2010,,,0,0,0,93,68,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/20/2010,,,0,0,0,97,69,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/21/2010,,,0,0,0,95,71,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/22/2010,,,0,0,0,97,71,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/23/2010,,,0,0,0,98,73,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/24/2010,,,0,0,0,99,74,80,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/25/2010,,,0,0,0,95,79,85,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/26/2010,,,0,0,0,93,75,81,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/27/2010,,,0,0,0,97,73,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/28/2010,,,0,0,0,98,75,82,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/29/2010,,,0,0,0,92,74,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",6/30/2010,,,0.5,0,0,82,70,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/1/2010,,,0,0,0,84,64,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/2/2010,,,0,0,0,83,63,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/3/2010,,,0,0,0,84,60,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/4/2010,,,0,0,0,86,56,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/5/2010,,,0,0,0,90,60,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/6/2010,,,0,0,0,96,61,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/7/2010,,,0,0,0,98,65,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/8/2010,,,0,0,0,100,68,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/9/2010,,,0,0,0,96,72,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/10/2010,,,0,0,0,89,70,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/11/2010,,,0,0,0,93,74,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/12/2010,,,0,0,0,95,69,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/13/2010,,,0.35,0,0,88,73,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/14/2010,,,0.1,0,0,95,73,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/15/2010,,,0,0,0,94,72,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/16/2010,,,0,0,0,93,74,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/17/2010,,,0,0,0,92,73,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/18/2010,,,0,0,0,93,72,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/19/2010,,,0.6,0,0,91,75,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/20/2010,,,0,0,0,97,74,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/21/2010,,,0,0,0,99,73,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/22/2010,,,0,0,0,99,75,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/23/2010,,,0,0,0,100,76,81,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/24/2010,,,0,0,0,101,77,82,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/25/2010,,,0,0,0,100,77,81,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/26/2010,,,0,0,0,97,75,80,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/27/2010,,,0,0,0,89,71,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/28/2010,,,0.53,0,0,90,72,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/29/2010,,,0,0,0,94,74,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/30/2010,,,0,0,0,95,75,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",7/31/2010,,,0,0,0,91,68,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/1/2010,,,0,0,0,78,70,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/2/2010,,,0.31,0,0,88,71,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/3/2010,,,0,0,0,94,70,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/4/2010,,,0.78,0,0,96,74,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/5/2010,,,0,0,0,98,75,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/6/2010,,,1.21,0,0,91,72,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/7/2010,,,0,0,0,92,70,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/8/2010,,,0,0,0,93,73,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/9/2010,,,0,0,0,95,74,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/10/2010,,,0,0,0,97,74,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/11/2010,,,0,0,0,99,76,80,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/12/2010,,,0,0,0,96,75,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/13/2010,,,0,0,0,94,74,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/14/2010,,,0,0,0,88,75,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/15/2010,,,0,0,0,90,74,79,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/16/2010,,,0,0,0,92,73,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/17/2010,,,0,0,0,97,75,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/18/2010,,,0.39,0,0,94,75,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/19/2010,,,0.47,0,0,84,75,75,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/20/2010,,,0,0,0,90,70,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/21/2010,,,0,0,0,89,68,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/22/2010,,,0,0,0,90,70,76,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/23/2010,,,0.13,0,0,89,74,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/24/2010,,,0.55,0,0,86,68,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/25/2010,,,0.49,0,0,91,69,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/26/2010,,,0,0,0,92,70,74,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/27/2010,,,0,0,0,87,66,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/28/2010,,,0,0,0,86,63,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/29/2010,,,0,0,0,87,58,63,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/30/2010,,,0,0,0,94,63,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",8/31/2010,,,0,0,0,97,65,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/1/2010,,,0,0,0,95,69,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/2/2010,,,0,0,0,92,65,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/3/2010,,,0,0,0,97,67,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/4/2010,,,0,0,0,86,66,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/5/2010,,,0,0,0,85,59,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/6/2010,,,0,0,0,91,57,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/7/2010,,,0,0,0,92,60,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/8/2010,,,0,0,0,94,64,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/9/2010,,,0,0,0,89,65,69,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/10/2010,,,0,0,0,84,60,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/11/2010,,,0,0,0,85,59,62,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/12/2010,,,0,0,0,86,57,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/13/2010,,,0,0,0,87,60,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/14/2010,,,0,0,0,89,58,63,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/15/2010,,,0,0,0,91,60,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/16/2010,,,0,0,0,91,63,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/17/2010,,,0,0,0,93,67,78,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/18/2010,,,0,0,0,88,63,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/19/2010,,,0,0,0,93,59,62,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/20/2010,,,0,0,0,93,62,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/21/2010,,,0,0,0,89,63,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/22/2010,,,0,0,0,93,64,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/23/2010,,,0,0,0,96,68,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/24/2010,,,0,0,0,93,69,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/25/2010,,,0,0,0,95,71,77,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/26/2010,,,0,0,0,83,66,72,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/27/2010,,,2.71,0,0,80,68,71,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/28/2010,,,0.78,0,0,82,70,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/29/2010,,,0.37,0,0,76,60,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",9/30/2010,,,3.95,0,0,75,63,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/1/2010,,,0,0,0,77,62,66,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/2/2010,,,0,0,0,73,51,55,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/3/2010,,,0,0,0,71,48,54,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/4/2010,,,0,0,0,68,50,57,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/5/2010,,,0,0,0,68,47,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/6/2010,,,0,0,0,70,44,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/7/2010,,,0,0,0,80,48,57,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/8/2010,,,0,0,0,78,49,56,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/9/2010,,,0,0,0,83,49,58,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/10/2010,,,0,0,0,84,55,61,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/11/2010,,,0,0,0,89,57,63,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/12/2010,,,0,0,0,88,56,64,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/13/2010,,,0,0,0,78,59,65,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/14/2010,,,0,0,0,72,54,59,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/15/2010,,,0.61,0,0,67,45,50,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/16/2010,,,0,0,0,69,43,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/17/2010,,,0,0,0,76,41,47,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/18/2010,,,,0,0,,,,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/19/2010,,,0,0,0,82,52,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/20/2010,,,0,0,0,68,54,59,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/21/2010,,,0.1,0,0,74,47,55,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/22/2010,,,0,0,0,68,45,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/23/2010,,,0,0,0,73,40,45,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/24/2010,,,0,0,0,78,45,56,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/25/2010,,,0,0,0,80,56,63,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/26/2010,,,0.6,0,0,82,63,67,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/27/2010,,,0,0,0,86,67,73,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/28/2010,,,0,0,0,80,66,70,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/29/2010,,,0.72,0,0,70,47,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/30/2010,,,0,0,0,67,34,43,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",10/31/2010,,,0,0,0,73,40,44,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/1/2010,,,0,0,0,62,44,50,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/2/2010,,,0,0,0,60,40,47,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/3/2010,,,0,0,0,59,44,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/4/2010,,,0.05,0,0,55,49,51,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/5/2010,,,0.47,0,0,58,42,48,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/6/2010,,,0,0,0,53,32,39,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/7/2010,,,0,0,0,52,28,35,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/8/2010,,,0,0,0,64,31,42,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/9/2010,,,0,0,0,71,38,44,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/10/2010,,,0,0,0,69,41,47,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/11/2010,,,0,0,0,66,43,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/12/2010,,,0,0,0,64,38,43,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/13/2010,,,0,0,0,66,33,40,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/14/2010,,,0,0,0,68,34,40,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/15/2010,,,0,0,0,70,40,45,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/16/2010,,,0,0,0,67,45,60,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/17/2010,,,0.48,0,0,65,52,57,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/18/2010,,,0,0,0,64,41,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/19/2010,,,0,0,0,61,38,45,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/20/2010,,,0,0,0,65,38,47,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/21/2010,,,0,0,0,68,37,42,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/22/2010,,,0,0,0,70,42,53,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/23/2010,,,0,0,0,72,50,56,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/24/2010,,,0,0,0,67,53,58,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/25/2010,,,0,0,0,61,50,53,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/26/2010,,,0,0,0,65,51,56,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/27/2010,,,0,0,0,60,43,49,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/28/2010,,,0,0,0,57,28,35,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/29/2010,,,0,0,0,59,27,37,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",11/30/2010,,,0,0,0,68,37,50,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/1/2010,,,0.3,0,0,59,50,56,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/2/2010,,,0,0,0,56,28,32,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/3/2010,,,0,0,0,53,30,35,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/4/2010,,,0,0,0,49,26,31,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/5/2010,,,0.15,1.1,1,47,30,36,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/6/2010,,,0,0,0,41,25,31,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/7/2010,,,0,0,0,37,19,24,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/8/2010,,,0,0,0,40,20,26,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/9/2010,,,0,0,0,44,23,29,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/10/2010,,,0,0,0,48,29,35,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/11/2010,,,0,0,0,49,35,42,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/12/2010,,,0,0,0,51,35,40,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/13/2010,,,0.81,0,0,40,18,25,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/14/2010,,,0,0,0,31,16,20,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/15/2010,,,0,0,0,38,15,25,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/16/2010,,,0.51,0.5,1,36,25,31,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/17/2010,,,0.32,0,0,43,31,39,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/18/2010,,,0,0,0,40,33,37,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/19/2010,,,0.22,0,0,39,29,32,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/20/2010,,,0,0,0,41,23,29,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/21/2010,,,0,0,0,47,26,30,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/22/2010,,,0,0,0,51,30,38,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/23/2010,,,0,0,0,45,33,37,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/24/2010,,,0,0,0,46,24,29,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/25/2010,,,0,0,0,42,29,34,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/26/2010,,,0.4,4,4,34,28,29,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/27/2010,,,0.45,8.5,9,33,21,29,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/28/2010,,,0,0,5,39,20,26,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/29/2010,,,0,0,2,47,23,30,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/30/2010,,,0,0,0,50,26,32,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",12/31/2010,,,0,0,0,58,32,40,,,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",1/1/2011,,,0,,,65,40,50,,,
